Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,Area,Weight,is_pareto
MatrixMultiplication_0.cpp,xczu7ev-ffvc1156-2-e,10.0,59076.79365,37,2,2,1,2,block_4_1,unroll_8,unroll_2,unroll_2,1.75,0.182395657255702,False
MatrixMultiplication_11.cpp,xczu7ev-ffvc1156-2-e,10.0,10831.97477,102,1,1,5,14,cyclic_4_1,unroll_32,unroll_2,pipeline,5.25,0.7886666677800368,False
MatrixMultiplication_12.cpp,xczu7ev-ffvc1156-2-e,10.0,69059.57637,693,10,2,6,27,block_16_1,unroll_4,unroll_32,unroll_2,11.25,0.10823240101652139,False
MatrixMultiplication_13.cpp,xczu7ev-ffvc1156-2-e,10.0,10821.48997,927,1,1,21,46,block_4_1,unroll_8,unroll_32,pipeline,17.25,0.31346282599994535,False
MatrixMultiplication_16.cpp,xczu7ev-ffvc1156-2-e,10.0,10831.83365,33,1,1,1,3,cyclic_2_1,unroll_4,unroll_4,pipeline,1.5,0.9001060201909277,False
MatrixMultiplication_24.cpp,xczu7ev-ffvc1156-2-e,10.0,32223.58533,40,1,2,1,2,cyclic_2_1,unroll_2,unroll_16,unroll_2,1.5,0.49694564452995316,False
MatrixMultiplication_26.cpp,xczu7ev-ffvc1156-2-e,10.0,9082.69578,77,2,2,1,5,cyclic_4_1,unroll_2,unroll_16,unroll_8,2.5,0.9030638935863653,False
MatrixMultiplication_31.cpp,xczu7ev-ffvc1156-2-e,10.0,10822.63621,163,1,1,6,20,block_2_1,unroll_16,unroll_8,pipeline_1,7.0,0.7267056865978542,False
MatrixMultiplication_45.cpp,xczu7ev-ffvc1156-2-e,10.0,59068.92821,974,1,2,8,43,block_2_1,unroll_64,unroll_8,unroll_2,13.5,0.12800491070477957,False
MatrixMultiplication_51.cpp,xczu7ev-ffvc1156-2-e,10.0,63273.72101,281,10,2,3,16,block_16_1,unroll_16,unroll_4,unroll_2,7.75,0.14092454865509424,False
MatrixMultiplication_52.cpp,xczu7ev-ffvc1156-2-e,10.0,10823.94885,32,1,1,1,3,cyclic_2_1,unroll_4,unroll_4,pipeline,1.5,0.9002442892082018,False
MatrixMultiplication_57.cpp,xczu7ev-ffvc1156-2-e,10.0,78540.98565,50,5,2,1,7,cyclic_16_1,unroll_8,unroll_2,unroll_2,3.75,0.10124700155510064,False
MatrixMultiplication_58.cpp,xczu7ev-ffvc1156-2-e,10.0,48680.16293,78,1,2,2,9,cyclic_4_1,unroll_32,unroll_2,unroll_2,3.5,0.27313155186080584,False
MatrixMultiplication_74.cpp,xczu7ev-ffvc1156-2-e,10.0,61682.52549,310,5,2,4,21,cyclic_16_1,unroll_32,unroll_2,unroll_2,8.0,0.1480166087652736,False
MatrixMultiplication_80.cpp,xczu7ev-ffvc1156-2-e,10.0,9073.4849,75,2,2,1,5,cyclic_4_1,unroll_2,unroll_16,unroll_8,2.5,0.9031957584784325,False
MatrixMultiplication_81.cpp,xczu7ev-ffvc1156-2-e,10.0,10821.48997,542,1,1,13,38,block_2_1,unroll_8,unroll_32,pipeline,13.25,0.4580290629896365,False
MatrixMultiplication_82.cpp,xczu7ev-ffvc1156-2-e,10.0,10831.83173,1320,10,1,34,71,cyclic_16_1,unroll_16,unroll_8,pipeline,29.0,0.10281024917880408,False
MatrixMultiplication_86.cpp,xczu7ev-ffvc1156-2-e,10.0,10831.83621,84,2,1,5,11,block_4_1,unroll_2,unroll_32,pipeline,4.75,0.8027919008700632,False
MatrixMultiplication_88.cpp,xczu7ev-ffvc1156-2-e,10.0,32228.16901,45,1,2,1,2,cyclic_2_1,unroll_8,unroll_2,unroll_2,1.5,0.49687199500533186,False
MatrixMultiplication_89.cpp,xczu7ev-ffvc1156-2-e,10.0,10826.56805,95,1,1,5,13,cyclic_4_1,unroll_32,unroll_2,pipeline,5.0,0.7962258386906733,False
MatrixMultiplication_91.cpp,xczu7ev-ffvc1156-2-e,10.0,10823.95141,1645,5,1,33,68,cyclic_16_1,unroll_2,unroll_64,pipeline,26.75,0.1173573428086825,False
MatrixMultiplication_94.cpp,xczu7ev-ffvc1156-2-e,10.0,10831.81125,382,10,1,17,34,block_16_1,unroll_16,unroll_4,pipeline_1,15.5,0.3725075617507959,False
MatrixMultiplication_99.cpp,xczu7ev-ffvc1156-2-e,10.0,78368.62981,71,5,2,2,6,cyclic_16_1,unroll_2,unroll_16,unroll_2,3.75,0.10140701964593005,False
MatrixMultiplication_101.cpp,xczu7ev-ffvc1156-2-e,10.0,10831.81077,840,1,1,22,52,cyclic_4_1,unroll_64,unroll_4,pipeline,19.0,0.2612700510112645,False
MatrixMultiplication_102.cpp,xczu7ev-ffvc1156-2-e,10.0,6779.0657,550,1,1,3,11,cyclic_2_1,unroll_8,unroll_2,unroll_64,4.0,0.8967930601183461,False
MatrixMultiplication_103.cpp,xczu7ev-ffvc1156-2-e,10.0,59071.55013,62,1,2,1,8,block_2_1,unroll_16,unroll_4,unroll_2,3.0,0.18152658808868488,False
MatrixMultiplication_104.cpp,xczu7ev-ffvc1156-2-e,10.0,10830.50245,96,23,1,8,17,cyclic_64_1,unroll_4,unroll_2,pipeline,12.25,0.49907965473161575,False
MatrixMultiplication_106.cpp,xczu7ev-ffvc1156-2-e,10.0,10831.97477,76,1,1,3,11,cyclic_2_1,unroll_32,unroll_2,pipeline,4.0,0.821131280915248,False
MatrixMultiplication_107.cpp,xczu7ev-ffvc1156-2-e,10.0,66543.96741,829,10,2,6,28,block_16_1,unroll_16,unroll_8,unroll_2,11.5,0.11359442243847087,False
MatrixMultiplication_109.cpp,xczu7ev-ffvc1156-2-e,10.0,9071.51882,84,2,2,1,5,cyclic_4_1,unroll_2,unroll_16,unroll_8,2.5,0.9032239066944846,False
MatrixMultiplication_111.cpp,xczu7ev-ffvc1156-2-e,10.0,10831.83141,203,1,1,7,22,cyclic_2_1,unroll_32,unroll_4,pipeline,7.75,0.6959065828726948,False
MatrixMultiplication_112.cpp,xczu7ev-ffvc1156-2-e,10.0,10831.83173,1346,10,1,34,71,cyclic_16_1,unroll_16,unroll_8,pipeline,29.0,0.10281024917880408,False
MatrixMultiplication_114.cpp,xczu7ev-ffvc1156-2-e,10.0,6559.52138,341,1,1,2,10,cyclic_2_1,unroll_4,unroll_16,unroll_16,3.5,0.9146331251625679,False
MatrixMultiplication_120.cpp,xczu7ev-ffvc1156-2-e,10.0,10823.95141,45,1,1,2,6,cyclic_4_1,unroll_2,unroll_16,pipeline,2.5,0.8783291396651558,False
MatrixMultiplication_121.cpp,xczu7ev-ffvc1156-2-e,10.0,10834.43717,48,20,1,4,9,block_32_1,unroll_2,unroll_4,pipeline_1,8.5,0.6634509305025857,False
MatrixMultiplication_122.cpp,xczu7ev-ffvc1156-2-e,10.0,57739.87077,33,10,2,1,2,block_16_1,unroll_4,unroll_2,unroll_2,3.75,0.1900554340313072,False
MatrixMultiplication_123.cpp,xczu7ev-ffvc1156-2-e,10.0,10821.49381,43,1,1,1,5,cyclic_2_1,unroll_2,unroll_16,pipeline,2.0,0.891590144618879,False
MatrixMultiplication_124.cpp,xczu7ev-ffvc1156-2-e,10.0,10415.66218,65,1,1,1,4,cyclic_2_1,unroll_2,unroll_16,unroll_8,1.75,0.9031268550473349,False
MatrixMultiplication_125.cpp,xczu7ev-ffvc1156-2-e,10.0,32223.25381,189,1,2,3,8,cyclic_2_1,unroll_8,unroll_32,unroll_2,3.5,0.48864167504671674,False
MatrixMultiplication_126.cpp,xczu7ev-ffvc1156-2-e,10.0,54568.4481,1300,2,1,7,18,block_4_1,unroll_2,unroll_64,unroll_8,7.0,0.200098692568464,False
MatrixMultiplication_127.cpp,xczu7ev-ffvc1156-2-e,10.0,76527.72101,33,5,2,1,3,cyclic_16_1,unroll_4,unroll_2,unroll_2,2.75,0.10398579490194776,False
MatrixMultiplication_130.cpp,xczu7ev-ffvc1156-2-e,10.0,76188.24709,42,5,2,1,4,cyclic_16_1,unroll_2,unroll_8,unroll_2,3.0,0.10449717265440461,False
MatrixMultiplication_131.cpp,xczu7ev-ffvc1156-2-e,10.0,10831.83365,113,10,1,8,17,cyclic_16_1,unroll_4,unroll_8,pipeline,9.0,0.6413554423974047,False
MatrixMultiplication_132.cpp,xczu7ev-ffvc1156-2-e,10.0,9081.69738,647,2,2,3,12,cyclic_4_1,unroll_8,unroll_16,unroll_8,4.75,0.8345376099130953,False
MatrixMultiplication_135.cpp,xczu7ev-ffvc1156-2-e,10.0,34755.09381,68,1,2,1,6,cyclic_2_1,unroll_32,unroll_2,unroll_2,2.5,0.45583681643324137,False
MatrixMultiplication_136.cpp,xczu7ev-ffvc1156-2-e,10.0,10843.60965,99,30,1,8,18,cyclic_64_1,unroll_4,unroll_2,pipeline,14.25,0.4186890309052226,False
MatrixMultiplication_137.cpp,xczu7ev-ffvc1156-2-e,10.0,16112.04778,253,2,2,3,12,cyclic_4_1,unroll_32,unroll_2,unroll_8,4.75,0.7214275336858733,False
MatrixMultiplication_138.cpp,xczu7ev-ffvc1156-2-e,10.0,6559.5201,1224,1,1,5,13,cyclic_2_1,unroll_8,unroll_16,unroll_16,5.0,0.8655296781082332,False
MatrixMultiplication_141.cpp,xczu7ev-ffvc1156-2-e,10.0,10831.83173,81,1,1,3,11,cyclic_2_1,unroll_16,unroll_4,pipeline,4.0,0.8211329971902028,False
MatrixMultiplication_143.cpp,xczu7ev-ffvc1156-2-e,10.0,10831.99525,113,2,1,5,14,cyclic_4_1,unroll_32,unroll_2,pipeline,5.5,0.780490372878498,False
MatrixMultiplication_145.cpp,xczu7ev-ffvc1156-2-e,10.0,10831.83621,65,1,1,3,9,cyclic_2_1,unroll_2,unroll_32,pipeline,3.5,0.8424943810802256,False
MatrixMultiplication_146.cpp,xczu7ev-ffvc1156-2-e,10.0,10821.98149,840,2,1,21,46,block_4_1,unroll_8,unroll_32,pipeline,17.5,0.305579408727481,False
MatrixMultiplication_147.cpp,xczu7ev-ffvc1156-2-e,10.0,10823.94645,843,1,1,21,50,cyclic_4_1,unroll_64,unroll_4,pipeline,18.25,0.2827827104121644,False
MatrixMultiplication_149.cpp,xczu7ev-ffvc1156-2-e,10.0,79125.92389,677,5,2,7,20,cyclic_16_1,unroll_4,unroll_32,unroll_2,8.5,0.10000000000000003,False
MatrixMultiplication_150.cpp,xczu7ev-ffvc1156-2-e,10.0,10831.81125,1351,10,1,34,70,block_16_1,unroll_16,unroll_8,pipeline,28.75,0.10381478504139076,False
MatrixMultiplication_152.cpp,xczu7ev-ffvc1156-2-e,10.0,17380.3329,63,1,1,1,4,cyclic_2_1,unroll_8,unroll_2,unroll_8,1.75,0.7692187596534653,False
MatrixMultiplication_153.cpp,xczu7ev-ffvc1156-2-e,10.0,10821.98277,39,1,1,1,3,cyclic_4_1,unroll_4,unroll_4,pipeline,1.5,0.9002787664313231,False
MatrixMultiplication_154.cpp,xczu7ev-ffvc1156-2-e,10.0,10831.83173,244,2,1,11,25,block_4_1,unroll_16,unroll_8,pipeline,9.75,0.6079219116661566,False
MatrixMultiplication_156.cpp,xczu7ev-ffvc1156-2-e,10.0,10823.94885,34,2,1,1,3,block_4_1,unroll_4,unroll_4,pipeline,1.75,0.8965515258783128,False
MatrixMultiplication_158.cpp,xczu7ev-ffvc1156-2-e,10.0,10007.40874,42,2,2,1,4,cyclic_4_1,unroll_2,unroll_8,unroll_8,2.25,0.8970345042126865,False
MatrixMultiplication_160.cpp,xczu7ev-ffvc1156-2-e,10.0,33580.67973,29,1,2,1,1,cyclic_2_1,unroll_4,unroll_2,unroll_2,1.25,0.4751174948530429,False
MatrixMultiplication_161.cpp,xczu7ev-ffvc1156-2-e,10.0,10424.87306,60,1,1,1,4,cyclic_2_1,unroll_2,unroll_16,unroll_8,1.75,0.9029898994593912,False
MatrixMultiplication_162.cpp,xczu7ev-ffvc1156-2-e,10.0,10424.87306,60,1,1,1,4,cyclic_2_1,unroll_2,unroll_16,unroll_8,1.75,0.9029898994593912,False
MatrixMultiplication_163.cpp,xczu7ev-ffvc1156-2-e,10.0,10424.20746,127,1,1,2,7,cyclic_2_1,unroll_4,unroll_16,unroll_8,2.75,0.876021147146217,False
MatrixMultiplication_164.cpp,xczu7ev-ffvc1156-2-e,10.0,10831.83365,34,1,1,1,3,cyclic_2_1,unroll_4,unroll_4,pipeline_1,1.5,0.9001060201909277,False
MatrixMultiplication_165.cpp,xczu7ev-ffvc1156-2-e,10.0,9073.48234,171,2,2,2,8,cyclic_4_1,unroll_4,unroll_16,unroll_8,3.5,0.8700744137381713,False
MatrixMultiplication_166.cpp,xczu7ev-ffvc1156-2-e,10.0,10829.18949,411,6,1,17,34,cyclic_16_1,unroll_32,unroll_2,pipeline,14.5,0.40924041575946923,False
MatrixMultiplication_167.cpp,xczu7ev-ffvc1156-2-e,10.0,10821.98533,48,1,1,2,6,cyclic_4_1,unroll_2,unroll_16,pipeline,2.5,0.8783569968438916,False
MatrixMultiplication_168.cpp,xczu7ev-ffvc1156-2-e,10.0,10834.45765,309,1,1,19,36,block_128_1,unroll_2,unroll_4,pipeline,14.25,0.41872436054395334,False
MatrixMultiplication_169.cpp,xczu7ev-ffvc1156-2-e,10.0,10821.98149,52,1,1,1,5,block_2_1,unroll_8,unroll_4,pipeline,2.0,0.8915824698962269,False
MatrixMultiplication_170.cpp,xczu7ev-ffvc1156-2-e,10.0,49686.80069,35,1,2,1,3,cyclic_4_1,unroll_8,unroll_2,unroll_2,1.75,0.2657116709779431,False
MatrixMultiplication_171.cpp,xczu7ev-ffvc1156-2-e,10.0,9073.48106,597,2,2,3,11,cyclic_4_1,unroll_8,unroll_16,unroll_8,4.5,0.841651749835539,False
MatrixMultiplication_174.cpp,xczu7ev-ffvc1156-2-e,10.0,10821.49381,32,1,1,1,1,cyclic_2_1,unroll_2,unroll_2,pipeline,1.0,0.9057741900026504,False
MatrixMultiplication_176.cpp,xczu7ev-ffvc1156-2-e,10.0,10831.83365,59,10,1,4,9,block_16_1,unroll_4,unroll_4,pipeline,6.0,0.7625453853931111,False
MatrixMultiplication_177.cpp,xczu7ev-ffvc1156-2-e,10.0,10821.98277,38,1,1,1,3,cyclic_2_1,unroll_4,unroll_4,pipeline,1.5,0.9002787664313231,False
MatrixMultiplication_178.cpp,xczu7ev-ffvc1156-2-e,10.0,59072.86533,33,1,2,1,2,cyclic_4_1,unroll_2,unroll_8,unroll_2,1.5,0.18240409842264843,False
MatrixMultiplication_179.cpp,xczu7ev-ffvc1156-2-e,10.0,5217.3441,574,2,2,3,11,cyclic_4_1,unroll_4,unroll_16,unroll_16,4.5,0.9051234025923985,False
MatrixMultiplication_180.cpp,xczu7ev-ffvc1156-2-e,10.0,10823.94757,48,1,1,2,6,cyclic_4_1,unroll_8,unroll_4,pipeline,2.5,0.8783291940843878,False
MatrixMultiplication_181.cpp,xczu7ev-ffvc1156-2-e,10.0,32223.58085,199,1,2,3,8,cyclic_2_1,unroll_16,unroll_16,unroll_2,3.5,0.4886365952593543,False
MatrixMultiplication_182.cpp,xczu7ev-ffvc1156-2-e,10.0,74846.06981,166,20,2,1,7,cyclic_64_1,unroll_2,unroll_8,unroll_2,7.5,0.10379516181973432,False
MatrixMultiplication_183.cpp,xczu7ev-ffvc1156-2-e,10.0,47327.5009,64,2,1,1,5,block_4_1,unroll_4,unroll_4,unroll_8,2.25,0.29083234968173477,False
MatrixMultiplication_185.cpp,xczu7ev-ffvc1156-2-e,10.0,32223.58149,94,1,2,1,5,cyclic_2_1,unroll_8,unroll_16,unroll_2,2.25,0.4960978923519822,False
MatrixMultiplication_186.cpp,xczu7ev-ffvc1156-2-e,10.0,10821.49125,225,1,1,10,23,cyclic_4_1,unroll_4,unroll_32,pipeline,8.75,0.6525479011582183,False
MatrixMultiplication_187.cpp,xczu7ev-ffvc1156-2-e,10.0,10821.48997,62,1,1,2,6,cyclic_4_1,unroll_8,unroll_4,pipeline,2.5,0.8783640138185641,False
MatrixMultiplication_188.cpp,xczu7ev-ffvc1156-2-e,10.0,10832.13893,127,10,1,8,18,block_16_1,unroll_16,unroll_2,pipeline_1,9.25,0.6302210904121571,False
MatrixMultiplication_189.cpp,xczu7ev-ffvc1156-2-e,10.0,10831.83621,36,2,1,1,3,cyclic_4_1,unroll_2,unroll_8,pipeline,1.75,0.8964155287497626,False
MatrixMultiplication_190.cpp,xczu7ev-ffvc1156-2-e,10.0,57734.62026,37,5,1,1,2,cyclic_16_1,unroll_2,unroll_4,unroll_4,2.25,0.1923645217845371,False
MatrixMultiplication_191.cpp,xczu7ev-ffvc1156-2-e,10.0,10821.98277,159,1,1,6,19,block_2_1,unroll_4,unroll_32,pipeline,6.75,0.7363439542665302,False
MatrixMultiplication_192.cpp,xczu7ev-ffvc1156-2-e,10.0,10831.83173,167,1,1,7,20,cyclic_2_1,unroll_16,unroll_8,pipeline,7.25,0.7166233726881392,False
MatrixMultiplication_193.cpp,xczu7ev-ffvc1156-2-e,10.0,10821.48997,85,1,1,3,9,cyclic_2_1,unroll_8,unroll_8,pipeline_1,3.5,0.8426285238389792,False
MatrixMultiplication_194.cpp,xczu7ev-ffvc1156-2-e,10.0,10823.94757,820,2,1,21,46,block_4_1,unroll_8,unroll_32,pipeline,17.5,0.30557471973266337,False
MatrixMultiplication_195.cpp,xczu7ev-ffvc1156-2-e,10.0,10831.99525,97,1,1,3,13,cyclic_2_1,unroll_32,unroll_2,pipeline,4.5,0.8085593301046596,False
MatrixMultiplication_196.cpp,xczu7ev-ffvc1156-2-e,10.0,40282.37898,120,1,1,1,10,block_2_1,unroll_16,unroll_2,unroll_8,3.25,0.3741151283839883,False
MatrixMultiplication_197.cpp,xczu7ev-ffvc1156-2-e,10.0,10418.28106,128,1,1,2,7,cyclic_2_1,unroll_4,unroll_16,unroll_8,2.75,0.8761041682179895,False
MatrixMultiplication_198.cpp,xczu7ev-ffvc1156-2-e,10.0,56733.22661,970,20,2,4,32,block_32_1,unroll_32,unroll_2,unroll_2,14.5,0.12976580560531925,False
MatrixMultiplication_199.cpp,xczu7ev-ffvc1156-2-e,10.0,10829.18949,450,3,1,19,41,cyclic_8_1,unroll_32,unroll_4,pipeline,16.0,0.35495117600982484,False
MatrixMultiplication_200.cpp,xczu7ev-ffvc1156-2-e,10.0,10831.81573,48,12,1,4,9,cyclic_32_1,unroll_2,unroll_4,pipeline,6.5,0.7454369752344658,False
MatrixMultiplication_201.cpp,xczu7ev-ffvc1156-2-e,10.0,59067.12837,65,1,2,1,8,cyclic_4_1,unroll_4,unroll_16,unroll_2,3.0,0.18155879157697513,False
MatrixMultiplication_202.cpp,xczu7ev-ffvc1156-2-e,10.0,66795.63525,79,10,2,1,8,block_16_1,unroll_4,unroll_8,unroll_2,5.25,0.13173798876234455,False
MatrixMultiplication_203.cpp,xczu7ev-ffvc1156-2-e,10.0,34251.76197,31,1,2,1,2,cyclic_2_1,unroll_8,unroll_2,unroll_2,1.5,0.4650170587086371,False
MatrixMultiplication_204.cpp,xczu7ev-ffvc1156-2-e,10.0,6555.59178,128,1,1,1,6,cyclic_2_1,unroll_2,unroll_16,unroll_16,2.25,0.9545957479576301,False
MatrixMultiplication_205.cpp,xczu7ev-ffvc1156-2-e,10.0,10821.49381,66,1,1,3,9,cyclic_2_1,unroll_2,unroll_32,pipeline,3.5,0.8426284740539006,False
MatrixMultiplication_206.cpp,xczu7ev-ffvc1156-2-e,10.0,59069.58597,60,1,2,1,8,cyclic_4_1,unroll_4,unroll_16,unroll_2,3.0,0.18154089219911654,False
MatrixMultiplication_207.cpp,xczu7ev-ffvc1156-2-e,10.0,32380.40069,167,1,2,3,8,cyclic_2_1,unroll_8,unroll_32,unroll_2,3.5,0.4862041587164888,False
MatrixMultiplication_208.cpp,xczu7ev-ffvc1156-2-e,10.0,56047.39338,232,1,1,3,15,block_2_1,unroll_4,unroll_32,unroll_4,5.0,0.19921038479545577,False
MatrixMultiplication_209.cpp,xczu7ev-ffvc1156-2-e,10.0,10821.49125,79,1,1,3,9,block_2_1,unroll_4,unroll_16,pipeline,3.5,0.8426285072439531,False
MatrixMultiplication_210.cpp,xczu7ev-ffvc1156-2-e,10.0,54578.73418,711,1,1,5,16,block_2_1,unroll_2,unroll_64,unroll_8,5.75,0.20749106213339458,False
MatrixMultiplication_211.cpp,xczu7ev-ffvc1156-2-e,10.0,10833.12389,31,1,1,1,2,cyclic_2_1,unroll_4,unroll_2,pipeline,1.25,0.9031122131730762,False
MatrixMultiplication_212.cpp,xczu7ev-ffvc1156-2-e,10.0,17149.52202,30,1,1,1,2,cyclic_2_1,unroll_2,unroll_2,unroll_8,1.25,0.7740130407062308,False
MatrixMultiplication_213.cpp,xczu7ev-ffvc1156-2-e,10.0,32223.58277,54,1,2,1,3,cyclic_2_1,unroll_4,unroll_16,unroll_2,1.75,0.496972907622265,False
MatrixMultiplication_214.cpp,xczu7ev-ffvc1156-2-e,10.0,32401.71525,37,1,2,1,2,cyclic_2_1,unroll_2,unroll_16,unroll_2,1.5,0.4940884559524078,False
MatrixMultiplication_215.cpp,xczu7ev-ffvc1156-2-e,10.0,9914.63562,1203,1,1,6,14,cyclic_2_1,unroll_8,unroll_32,unroll_8,5.5,0.79526778866249,False
MatrixMultiplication_216.cpp,xczu7ev-ffvc1156-2-e,10.0,32229.31973,30,1,2,1,1,cyclic_2_1,unroll_2,unroll_8,unroll_2,1.25,0.49651551120854,False
MatrixMultiplication_217.cpp,xczu7ev-ffvc1156-2-e,10.0,11925.61162,36,2,2,1,3,cyclic_4_1,unroll_2,unroll_4,unroll_8,2.0,0.8724613394154809,False
MatrixMultiplication_218.cpp,xczu7ev-ffvc1156-2-e,10.0,9909.55658,1213,1,1,6,14,cyclic_2_1,unroll_8,unroll_32,unroll_8,5.5,0.7953479368077376,False
MatrixMultiplication_219.cpp,xczu7ev-ffvc1156-2-e,10.0,9076.10634,76,2,2,1,5,cyclic_4_1,unroll_2,unroll_16,unroll_8,2.5,0.9031582282909311,False
MatrixMultiplication_220.cpp,xczu7ev-ffvc1156-2-e,10.0,10821.49125,92,1,1,5,11,cyclic_4_1,unroll_4,unroll_16,pipeline,4.5,0.8087601099955443,False
MatrixMultiplication_221.cpp,xczu7ev-ffvc1156-2-e,10.0,9920.06666,1253,1,1,6,14,cyclic_2_1,unroll_8,unroll_32,unroll_8,5.5,0.7951820635656752,False
MatrixMultiplication_222.cpp,xczu7ev-ffvc1156-2-e,10.0,9999.50858,45,2,2,1,4,cyclic_4_1,unroll_2,unroll_8,unroll_8,2.25,0.897146591093863,False
MatrixMultiplication_223.cpp,xczu7ev-ffvc1156-2-e,10.0,16715.01834,45,1,1,1,3,cyclic_4_1,unroll_2,unroll_16,unroll_4,1.5,0.7834575032972627,False
MatrixMultiplication_224.cpp,xczu7ev-ffvc1156-2-e,10.0,6556.89994,345,1,1,2,10,cyclic_2_1,unroll_4,unroll_16,unroll_16,3.5,0.9146839060220564,False
MatrixMultiplication_226.cpp,xczu7ev-ffvc1156-2-e,10.0,12053.40298,85,2,2,1,6,cyclic_4_1,unroll_8,unroll_4,unroll_8,2.75,0.8520253555514655,False
MatrixMultiplication_227.cpp,xczu7ev-ffvc1156-2-e,10.0,59076.79749,27,1,2,1,1,cyclic_4_1,unroll_2,unroll_2,unroll_2,1.25,0.1822873406811259,False
MatrixMultiplication_228.cpp,xczu7ev-ffvc1156-2-e,10.0,59071.71845,31,1,2,1,1,cyclic_4_1,unroll_2,unroll_2,unroll_2,1.25,0.18232459178422983,False
MatrixMultiplication_229.cpp,xczu7ev-ffvc1156-2-e,10.0,9082.03018,179,2,2,2,8,cyclic_4_1,unroll_4,unroll_16,unroll_8,3.5,0.8699212453348066,False
MatrixMultiplication_230.cpp,xczu7ev-ffvc1156-2-e,10.0,5217.34666,173,2,2,2,7,cyclic_4_1,unroll_2,unroll_16,unroll_16,3.25,0.947476737124941,False
MatrixMultiplication_231.cpp,xczu7ev-ffvc1156-2-e,10.0,10831.81125,456,1,1,13,37,cyclic_2_1,unroll_16,unroll_16,pipeline,13.0,0.46809035347547323,False
MatrixMultiplication_232.cpp,xczu7ev-ffvc1156-2-e,10.0,60091.3153,60,10,1,1,5,cyclic_32_1,unroll_2,unroll_4,unroll_4,4.25,0.17188457043238092,False
MatrixMultiplication_233.cpp,xczu7ev-ffvc1156-2-e,10.0,6773.82282,553,1,1,3,11,cyclic_2_1,unroll_8,unroll_2,unroll_64,4.0,0.8968861525976264,False
MatrixMultiplication_235.cpp,xczu7ev-ffvc1156-2-e,10.0,9076.10378,173,2,2,2,8,cyclic_4_1,unroll_4,unroll_16,unroll_8,3.5,0.8700274420699686,False
MatrixMultiplication_236.cpp,xczu7ev-ffvc1156-2-e,10.0,10423.87466,359,1,1,3,11,cyclic_2_1,unroll_8,unroll_16,unroll_8,4.0,0.8280737069676699,False
MatrixMultiplication_239.cpp,xczu7ev-ffvc1156-2-e,10.0,10831.83365,44,2,1,3,6,cyclic_4_1,unroll_4,unroll_8,pipeline,3.0,0.8616995618885839,False
MatrixMultiplication_240.cpp,xczu7ev-ffvc1156-2-e,10.0,10826.57285,32,1,1,1,2,cyclic_2_1,unroll_2,unroll_8,pipeline,1.25,0.9032247227097469,False
MatrixMultiplication_241.cpp,xczu7ev-ffvc1156-2-e,10.0,17296.4481,42,1,1,1,2,cyclic_2_1,unroll_4,unroll_2,unroll_8,1.25,0.7709881969090575,False
MatrixMultiplication_242.cpp,xczu7ev-ffvc1156-2-e,10.0,11349.58602,42,1,1,1,3,cyclic_2_1,unroll_2,unroll_8,unroll_8,1.5,0.8910251905441344,False
MatrixMultiplication_243.cpp,xczu7ev-ffvc1156-2-e,10.0,10424.20746,128,1,1,2,7,cyclic_2_1,unroll_4,unroll_16,unroll_8,2.75,0.876021147146217,False
MatrixMultiplication_244.cpp,xczu7ev-ffvc1156-2-e,10.0,6167.61866,168,2,2,2,7,cyclic_4_1,unroll_2,unroll_16,unroll_16,3.25,0.9296997055116806,False
MatrixMultiplication_245.cpp,xczu7ev-ffvc1156-2-e,10.0,59070.24005,59,1,2,1,8,cyclic_4_1,unroll_8,unroll_8,unroll_2,3.0,0.1815361286842285,False
MatrixMultiplication_246.cpp,xczu7ev-ffvc1156-2-e,10.0,10821.98277,36,1,1,1,3,block_2_1,unroll_4,unroll_4,pipeline,1.5,0.9002787664313231,False
MatrixMultiplication_247.cpp,xczu7ev-ffvc1156-2-e,10.0,19815.49066,28,1,1,1,2,cyclic_4_1,unroll_2,unroll_4,unroll_4,1.25,0.720009874180076,False
MatrixMultiplication_248.cpp,xczu7ev-ffvc1156-2-e,10.0,32228.00645,29,1,2,1,1,cyclic_2_1,unroll_4,unroll_4,unroll_2,1.25,0.496536591070752,False
MatrixMultiplication_249.cpp,xczu7ev-ffvc1156-2-e,10.0,59067.12837,61,1,2,1,6,block_2_1,unroll_4,unroll_16,unroll_2,2.5,0.18212290144247867,False
MatrixMultiplication_250.cpp,xczu7ev-ffvc1156-2-e,10.0,8572.46218,178,2,2,2,7,cyclic_4_1,unroll_2,unroll_32,unroll_8,3.25,0.888084153451833,False
MatrixMultiplication_251.cpp,xczu7ev-ffvc1156-2-e,10.0,6559.52394,124,1,1,1,6,cyclic_2_1,unroll_2,unroll_16,unroll_16,2.25,0.9545174929875768,False
MatrixMultiplication_252.cpp,xczu7ev-ffvc1156-2-e,10.0,6303.60586,326,1,1,2,10,cyclic_2_1,unroll_2,unroll_32,unroll_16,3.5,0.9195419133436854,False
MatrixMultiplication_253.cpp,xczu7ev-ffvc1156-2-e,10.0,16620.44682,81,1,1,1,4,cyclic_4_1,unroll_2,unroll_32,unroll_4,1.75,0.7847051794150122,False
