Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,Replicate_Count,Area,Weight,is_pareto
MatrixMultiplication_3403.cpp,xcu200-fsgd2104-2-e,3.33,3621.83461992,44,1,1,1,1,cyclic_8_1,unroll_2,unroll_8,pipeline_1,3,1,0.891715294476,False
MatrixMultiplication_3615.cpp,xcu200-fsgd2104-2-e,3.33,1639.17076176,466,1,1,1,1,cyclic_8_1,unroll_2,unroll_8,unroll_32,2,1,0.975600044009,False
MatrixMultiplication_3484.cpp,xcu200-fsgd2104-2-e,3.33,3621.01538664,170,1,1,2,3,cyclic_8_1,unroll_4,unroll_16,pipeline_1,1,1.75,0.746206650352,False
MatrixMultiplication_3299.cpp,xcu200-fsgd2104-2-e,3.33,3621.39729768,501,1,1,4,7,cyclic_8_1,unroll_4,unroll_32,pipeline_1,1,3.25,0.39967945221,False
MatrixMultiplication_3381.cpp,xcu200-fsgd2104-2-e,3.33,3621.01538664,77,1,1,1,1,cyclic_8_1,unroll_4,unroll_8,pipeline_1,1,1,0.891749083397,False
MatrixMultiplication_3278.cpp,xcu200-fsgd2104-2-e,3.33,3621.8333412,1721,1,1,8,15,cyclic_8_1,unroll_8,unroll_32,pipeline_1,1,6.25,0.100428174359,False
MatrixMultiplication_2710.cpp,xcu200-fsgd2104-2-e,5,5415.989785,121,1,1,1,4,block_128_1,unroll_2,unroll_2,pipeline_1,1,1.75,0.719190021032,False
MatrixMultiplication_2824.cpp,xcu200-fsgd2104-2-e,5,5416.076825,336,1,1,3,7,block_128_1,unroll_2,unroll_4,pipeline_1,1,3,0.415429834885,False
MatrixMultiplication_2648.cpp,xcu200-fsgd2104-2-e,5,5415.989785,1121,1,1,6,12,block_128_1,unroll_2,unroll_8,pipeline_1,1,5,0.129074160686,False
MatrixMultiplication_2607.cpp,xcu200-fsgd2104-2-e,5,5416.277785,1251,1,1,6,12.5,block_128_1,unroll_4,unroll_4,pipeline_1,2,5.125,0.121267743897,False
MatrixMultiplication_2460.cpp,xcu200-fsgd2104-2-e,5,39769.227545,836,1,1,1,5,block_128_1,unroll_4,unroll_4,unroll_2,1,2,0.100000006675,False
MatrixMultiplication_2696.cpp,xcu200-fsgd2104-2-e,5,5415.987545,176,1,1,1,3,block_16_1,unroll_16,unroll_2,pipeline_1,1,1.5,0.773262606466,False
MatrixMultiplication_2477.cpp,xcu200-fsgd2104-2-e,5,5418.575385,130,1,1,1,3,block_16_1,unroll_2,unroll_16,pipeline_1,2,1.5,0.773179871299,False
MatrixMultiplication_2651.cpp,xcu200-fsgd2104-2-e,5,5416.235545,34,1,1,1,1,block_16_1,unroll_2,unroll_2,pipeline_1,5,1,0.818913252284,False
MatrixMultiplication_2776.cpp,xcu200-fsgd2104-2-e,5,38260.011545,37,1,1,1,1,block_16_1,unroll_2,unroll_2,unroll_2,1,1,0.102944077875,False
MatrixMultiplication_2846.cpp,xcu200-fsgd2104-2-e,5,20350.90693,514,1,1,1,2,block_16_1,unroll_2,unroll_2,unroll_32,1,1.25,0.334664302987,False
MatrixMultiplication_2736.cpp,xcu200-fsgd2104-2-e,5,19574.51013,1554,1,1,1,1,block_16_1,unroll_2,unroll_2,unroll_64,2,1,0.35580408788,False
MatrixMultiplication_2604.cpp,xcu200-fsgd2104-2-e,5,5415.989785,400,1,1,3,6,block_16_1,unroll_2,unroll_32,pipeline_1,1,2.75,0.47131170673,False
MatrixMultiplication_2418.cpp,xcu200-fsgd2104-2-e,5,5419.189785,39,1,1,1,1,block_16_1,unroll_2,unroll_4,pipeline_1,4,1,0.818792203697,False
MatrixMultiplication_2348.cpp,xcu200-fsgd2104-2-e,5,36921.698585,39,1,1,1,1,block_16_1,unroll_2,unroll_4,unroll_2,2,1,0.107499212175,False
MatrixMultiplication_2542.cpp,xcu200-fsgd2104-2-e,5,5421.160985,57,1,1,1,1,block_16_1,unroll_2,unroll_8,pipeline_1,1,1,0.818711440378,False
MatrixMultiplication_2536.cpp,xcu200-fsgd2104-2-e,5,38598.768665,50,1,1,1,1,block_16_1,unroll_2,unroll_8,unroll_2,1,1,0.102122787821,False
MatrixMultiplication_2499.cpp,xcu200-fsgd2104-2-e,5,5416.725785,43.5,1,1,1,1,block_16_1,unroll_4,unroll_2,pipeline_1,4,1,0.818893164226,False
MatrixMultiplication_2426.cpp,xcu200-fsgd2104-2-e,5,25768.78085,122,1,1,1,1,block_16_1,unroll_4,unroll_2,unroll_8,1,1,0.226803004455,False
MatrixMultiplication_2469.cpp,xcu200-fsgd2104-2-e,5,5418.574105,1455.5,1,1,7,13,block_16_1,unroll_4,unroll_32,pipeline_1,2,5.5,0.105145089173,False
MatrixMultiplication_2305.cpp,xcu200-fsgd2104-2-e,5,39772.668185,768,1,1,1,5,block_16_1,unroll_4,unroll_32,unroll_2,1,2,0.1,False
MatrixMultiplication_2378.cpp,xcu200-fsgd2104-2-e,5,5416.889625,65,1,1,1,1,block_16_1,unroll_4,unroll_4,pipeline_1,6,1,0.818886450787,False
MatrixMultiplication_2400.cpp,xcu200-fsgd2104-2-e,5,30799.32421,275,1,1,1,2,block_16_1,unroll_4,unroll_4,unroll_8,1,1.25,0.154198262654,False
MatrixMultiplication_2717.cpp,xcu200-fsgd2104-2-e,5,5415.988505,138,1,1,1,3,block_16_1,unroll_4,unroll_8,pipeline_1,1,1.5,0.773262575776,False
MatrixMultiplication_2461.cpp,xcu200-fsgd2104-2-e,5,34195.39077,872,1,1,1,4,block_16_1,unroll_4,unroll_8,unroll_8,1,1.75,0.119936260794,False
MatrixMultiplication_2576.cpp,xcu200-fsgd2104-2-e,5,5417.216665,65.5,1,1,1,1,block_16_1,unroll_8,unroll_2,pipeline_1,2,1,0.818873050226,False
MatrixMultiplication_2548.cpp,xcu200-fsgd2104-2-e,5,5419.187865,141,1,1,1,3,block_16_1,unroll_8,unroll_4,pipeline_1,2,1.5,0.773160288196,False
MatrixMultiplication_2393.cpp,xcu200-fsgd2104-2-e,5,35915.052185,106,1,1,1,1,block_16_1,unroll_8,unroll_4,unroll_2,1,1,0.112303762072,False
MatrixMultiplication_2589.cpp,xcu200-fsgd2104-2-e,5,5421.230425,541,1,1,4,7,block_2_1,unroll_16,unroll_16,pipeline_1,1,3.25,0.363596389134,False
MatrixMultiplication_2466.cpp,xcu200-fsgd2104-2-e,5,5421.803865,90,1,1,1,2,block_2_1,unroll_16,unroll_4,pipeline_1,1,1.25,0.806776236948,False
MatrixMultiplication_2324.cpp,xcu200-fsgd2104-2-e,5,5421.803865,175,1,1,2,4,block_2_1,unroll_16,unroll_8,pipeline_1,3,2,0.656907836189,False
MatrixMultiplication_2559.cpp,xcu200-fsgd2104-2-e,5,5421.519385,48.5,1,1,1,1,block_2_1,unroll_2,unroll_16,pipeline_1,2,1,0.818696756626,False
MatrixMultiplication_2602.cpp,xcu200-fsgd2104-2-e,5,5421.232665,30,1,1,1,1,block_2_1,unroll_2,unroll_2,pipeline_1,3,1,0.818708503616,False
MatrixMultiplication_2677.cpp,xcu200-fsgd2104-2-e,5,40273.277465,33,1,1,1,1,block_2_1,unroll_2,unroll_2,unroll_2,1,1,0.100031487154,False
MatrixMultiplication_2616.cpp,xcu200-fsgd2104-2-e,5,5421.232665,81.5,1,1,1,1,block_2_1,unroll_2,unroll_32,pipeline_1,2,1,0.818708503616,False
MatrixMultiplication_2519.cpp,xcu200-fsgd2104-2-e,5,5421.232665,32,1,1,1,1,block_2_1,unroll_2,unroll_4,pipeline_1,3,1,0.818708503616,False
MatrixMultiplication_2624.cpp,xcu200-fsgd2104-2-e,5,40272.540185,32,1,1,1,1,block_2_1,unroll_2,unroll_4,unroll_2,1,1,0.100031687408,False
MatrixMultiplication_2641.cpp,xcu200-fsgd2104-2-e,5,29345.92773,367,1,1,1,1,block_2_1,unroll_2,unroll_4,unroll_64,2,1,0.172714833067,False
MatrixMultiplication_2473.cpp,xcu200-fsgd2104-2-e,5,32730.01221,40,1,1,1,1,block_2_1,unroll_2,unroll_4,unroll_8,1,1,0.135300688092,False
MatrixMultiplication_2443.cpp,xcu200-fsgd2104-2-e,5,5421.806105,35.5,1,1,1,1,block_2_1,unroll_2,unroll_8,pipeline_1,4,1,0.818685009732,False
MatrixMultiplication_2726.cpp,xcu200-fsgd2104-2-e,5,5421.231385,39,1,1,1,1,block_2_1,unroll_4,unroll_2,pipeline_1,1,1,0.818708556058,False
MatrixMultiplication_2423.cpp,xcu200-fsgd2104-2-e,5,27194.83525,45,1,1,1,1,block_2_1,unroll_4,unroll_2,unroll_8,1,1,0.203449266294,False
MatrixMultiplication_2494.cpp,xcu200-fsgd2104-2-e,5,5421.640985,38,1,1,1,1,block_2_1,unroll_4,unroll_4,pipeline_1,6,1,0.818691774673,False
MatrixMultiplication_2351.cpp,xcu200-fsgd2104-2-e,5,5421.804825,49,1,1,1,1,block_2_1,unroll_4,unroll_8,pipeline_1,5,1,0.818685062174,False
MatrixMultiplication_2373.cpp,xcu200-fsgd2104-2-e,5,35489.80357,112,1,1,1,1,block_2_1,unroll_4,unroll_8,unroll_8,1,1,0.114688935232,False
MatrixMultiplication_2568.cpp,xcu200-fsgd2104-2-e,5,5421.230185,727,1,1,4,8,block_2_1,unroll_64,unroll_4,pipeline_1,1,3.5,0.316141067437,False
MatrixMultiplication_2507.cpp,xcu200-fsgd2104-2-e,5,5426.719385,40,1,1,1,1,block_2_1,unroll_8,unroll_2,pipeline_1,1,1,0.81848372799,False
MatrixMultiplication_2621.cpp,xcu200-fsgd2104-2-e,5,5421.230745,89,1,1,1,1,block_2_1,unroll_8,unroll_8,pipeline_1,1,1,0.818708582279,False
MatrixMultiplication_2524.cpp,xcu200-fsgd2104-2-e,5,5416.274265,1301,1,1,6,12,block_32_1,unroll_16,unroll_4,pipeline_1,4,5,0.129073852856,False
MatrixMultiplication_2454.cpp,xcu200-fsgd2104-2-e,5,5416.076825,44,1,1,1,1,block_32_1,unroll_2,unroll_2,pipeline_1,3,1,0.818919756049,False
MatrixMultiplication_3019.cpp,xcu200-fsgd2104-2-e,5,20355.50469,1397,1,1,1,1,block_32_1,unroll_2,unroll_2,unroll_32,1,1,0.337070678568,False
MatrixMultiplication_2659.cpp,xcu200-fsgd2104-2-e,5,5415.989785,60.5,1,1,1,1,block_32_1,unroll_2,unroll_4,pipeline_1,2,1,0.818923322643,False
MatrixMultiplication_2474.cpp,xcu200-fsgd2104-2-e,5,36921.694745,55,1,1,1,1,block_32_1,unroll_2,unroll_4,unroll_2,1,1,0.107499228246,False
MatrixMultiplication_2404.cpp,xcu200-fsgd2104-2-e,5,32727.39845,100,1,1,1,1,block_32_1,unroll_2,unroll_4,unroll_4,1,1,0.135324425007,False
MatrixMultiplication_2472.cpp,xcu200-fsgd2104-2-e,5,5417.872665,124.5,1,1,1,3,block_32_1,unroll_4,unroll_4,pipeline_1,4,1.5,0.773202338903,False
MatrixMultiplication_2715.cpp,xcu200-fsgd2104-2-e,5,5415.988505,359,1,1,3,6,block_32_1,unroll_4,unroll_8,pipeline_1,1,2.75,0.471311718129,False
MatrixMultiplication_2620.cpp,xcu200-fsgd2104-2-e,5,5416.031385,367.5,1,1,3,6,block_32_1,unroll_8,unroll_4,pipeline_1,2,2.75,0.471311336273,False
MatrixMultiplication_2558.cpp,xcu200-fsgd2104-2-e,5,5421.803865,61,1,1,1,1,block_4_1,unroll_16,unroll_2,pipeline_1,1,1,0.818685101505,False
MatrixMultiplication_2593.cpp,xcu200-fsgd2104-2-e,5,5421.519385,50.5,1,1,1,1,block_4_1,unroll_2,unroll_16,pipeline_1,2,1,0.818696756626,False
MatrixMultiplication_2436.cpp,xcu200-fsgd2104-2-e,5,5421.355545,31,1,1,1,1,block_4_1,unroll_2,unroll_2,pipeline_1,4,1,0.81870346918,False
MatrixMultiplication_2387.cpp,xcu200-fsgd2104-2-e,5,40275.816985,28,1,1,1,1,block_4_1,unroll_2,unroll_2,unroll_2,1,1,0.100030802247,False
MatrixMultiplication_2743.cpp,xcu200-fsgd2104-2-e,5,20979.47909,292,1,1,1,1,block_4_1,unroll_2,unroll_2,unroll_64,1,1,0.322615522201,False
MatrixMultiplication_2438.cpp,xcu200-fsgd2104-2-e,5,26851.50469,39,1,1,1,1,block_4_1,unroll_2,unroll_2,unroll_8,1,1,0.208854759988,False
MatrixMultiplication_2555.cpp,xcu200-fsgd2104-2-e,5,5421.232665,97,1,1,1,2,block_4_1,unroll_2,unroll_32,pipeline_1,1,1.25,0.806798247678,False
MatrixMultiplication_2580.cpp,xcu200-fsgd2104-2-e,5,5421.232665,34.5,1,1,1,1,block_4_1,unroll_2,unroll_4,pipeline_1,2,1,0.818708503616,False
MatrixMultiplication_2416.cpp,xcu200-fsgd2104-2-e,5,34069.57573,34,1,1,1,1,block_4_1,unroll_2,unroll_4,unroll_4,1,1,0.124185201681,False
MatrixMultiplication_2513.cpp,xcu200-fsgd2104-2-e,5,5421.478425,40,1,1,1,1,block_4_1,unroll_2,unroll_8,pipeline_1,3,1,0.818698434762,False
MatrixMultiplication_2488.cpp,xcu200-fsgd2104-2-e,5,35479.23541,1739,1,1,2,4,block_4_1,unroll_32,unroll_8,unroll_4,1,2,0.110348887146,False
MatrixMultiplication_2729.cpp,xcu200-fsgd2104-2-e,5,5421.231385,40,1,1,1,1,block_4_1,unroll_4,unroll_2,pipeline_1,1,1,0.818708556058,False
MatrixMultiplication_2775.cpp,xcu200-fsgd2104-2-e,5,40273.276185,39,1,1,1,1,block_4_1,unroll_4,unroll_2,unroll_2,1,1,0.100031487501,False
MatrixMultiplication_2785.cpp,xcu200-fsgd2104-2-e,5,20979.47781,913,1,1,1,2,block_4_1,unroll_4,unroll_2,unroll_64,1,1.25,0.32021936913,False
MatrixMultiplication_2431.cpp,xcu200-fsgd2104-2-e,5,37544.76677,1416,1,1,1,3,block_4_1,unroll_4,unroll_32,unroll_8,1,1.5,0.104458614187,False
MatrixMultiplication_2699.cpp,xcu200-fsgd2104-2-e,5,5421.477145,40,1,1,1,1,block_4_1,unroll_4,unroll_4,pipeline_1,3,1,0.818698487204,False
MatrixMultiplication_2500.cpp,xcu200-fsgd2104-2-e,5,5426.391705,252,1,1,2,4,block_4_1,unroll_8,unroll_16,pipeline_1,1,2,0.656823286089,False
MatrixMultiplication_2464.cpp,xcu200-fsgd2104-2-e,5,5426.719385,42,1,1,1,1,block_4_1,unroll_8,unroll_2,pipeline_1,1,1,0.81848372799,False
MatrixMultiplication_2293.cpp,xcu200-fsgd2104-2-e,5,40275.815065,38,1,1,1,1,block_4_1,unroll_8,unroll_2,unroll_2,1,1,0.100030802762,False
MatrixMultiplication_2306.cpp,xcu200-fsgd2104-2-e,5,5421.230745,856,1,1,5,9,block_4_1,unroll_8,unroll_32,pipeline_1,1,4,0.234873210461,False
MatrixMultiplication_2447.cpp,xcu200-fsgd2104-2-e,5,40270.817945,469,1,1,1,3,block_4_1,unroll_8,unroll_32,unroll_2,1,1.5,0.100001312703,False
MatrixMultiplication_2560.cpp,xcu200-fsgd2104-2-e,5,5421.230745,67,1,1,1,1,block_4_1,unroll_8,unroll_4,pipeline_1,1,1,0.818708582279,False
MatrixMultiplication_2730.cpp,xcu200-fsgd2104-2-e,5,5415.989785,58,1,1,1,2,block_64_1,unroll_2,unroll_2,pipeline_1,3,1.25,0.807000280807,False
MatrixMultiplication_2748.cpp,xcu200-fsgd2104-2-e,5,5415.989785,337,1,1,3,6,block_64_1,unroll_2,unroll_8,pipeline_1,1,2.75,0.47131170673,False
MatrixMultiplication_2480.cpp,xcu200-fsgd2104-2-e,5,38598.768665,213,1,1,1,2,block_64_1,unroll_2,unroll_8,unroll_2,1,1.25,0.101998321148,False
MatrixMultiplication_2805.cpp,xcu200-fsgd2104-2-e,5,5418.528025,115,1,1,1,3,block_64_1,unroll_4,unroll_2,pipeline_1,1,1.5,0.773181385535,False
MatrixMultiplication_2550.cpp,xcu200-fsgd2104-2-e,5,5421.149465,346,1,1,3,6,block_64_1,unroll_4,unroll_4,pipeline_1,1,2.75,0.471265734833,False
MatrixMultiplication_2476.cpp,xcu200-fsgd2104-2-e,5,39769.877785,215,1,1,1,2,block_64_1,unroll_4,unroll_4,unroll_2,1,1.25,0.100270465659,False
MatrixMultiplication_2827.cpp,xcu200-fsgd2104-2-e,5,5421.232665,34,1,1,1,1,block_8_1,unroll_2,unroll_2,pipeline_1,1,1,0.818708503616,False
MatrixMultiplication_2468.cpp,xcu200-fsgd2104-2-e,5,28696.99845,45,1,1,1,1,block_8_1,unroll_2,unroll_2,unroll_8,1,1,0.181417450536,False
MatrixMultiplication_2457.cpp,xcu200-fsgd2104-2-e,5,37425.01893,40,1,1,1,1,block_8_1,unroll_2,unroll_4,unroll_4,1,1,0.10554070237,False
MatrixMultiplication_2784.cpp,xcu200-fsgd2104-2-e,5,5421.231385,50,1,1,1,1,block_8_1,unroll_4,unroll_4,pipeline_1,1,1,0.818708556058,False
MatrixMultiplication_2424.cpp,xcu200-fsgd2104-2-e,5,5417.912665,148,1,1,1,3,cyclic_16_1,unroll_16,unroll_2,pipeline_1,2,1.5,0.773201060032,False
MatrixMultiplication_2605.cpp,xcu200-fsgd2104-2-e,5,5416.233305,390,1,1,3,6,cyclic_16_1,unroll_16,unroll_4,pipeline_1,1,2.75,0.471309538087,False
MatrixMultiplication_2619.cpp,xcu200-fsgd2104-2-e,5,5415.989785,124,1,1,1,3,cyclic_16_1,unroll_2,unroll_16,pipeline_1,3,1.5,0.773262534857,False
MatrixMultiplication_2533.cpp,xcu200-fsgd2104-2-e,5,5416.399385,33,1,1,1,1,cyclic_16_1,unroll_2,unroll_2,pipeline_1,6,1,0.81890653875,False
MatrixMultiplication_2942.cpp,xcu200-fsgd2104-2-e,5,3115.59429,69,1,1,1,1,cyclic_16_1,unroll_2,unroll_2,unroll_16,1,1,0.916275386917,False
MatrixMultiplication_2407.cpp,xcu200-fsgd2104-2-e,5,38263.861785,31,1,1,1,1,cyclic_16_1,unroll_2,unroll_2,unroll_2,1,1,0.102933990366,False
MatrixMultiplication_2838.cpp,xcu200-fsgd2104-2-e,5,2105.52069,200,1,1,1,2,cyclic_16_1,unroll_2,unroll_2,unroll_32,4,1.25,0.928215995777,False
MatrixMultiplication_2765.cpp,xcu200-fsgd2104-2-e,5,1141.32229,755.5,1,1,1,2,cyclic_16_1,unroll_2,unroll_2,unroll_64,6,1.25,1,True
MatrixMultiplication_2458.cpp,xcu200-fsgd2104-2-e,5,5419.840025,394,1,1,3,6,cyclic_16_1,unroll_2,unroll_32,pipeline_1,3,2.75,0.471277406273,False
MatrixMultiplication_2689.cpp,xcu200-fsgd2104-2-e,5,5416.112665,41.5,1,1,1,1,cyclic_16_1,unroll_2,unroll_4,pipeline_1,4,1,0.818918287454,False
MatrixMultiplication_2957.cpp,xcu200-fsgd2104-2-e,5,1558.78661,547,1,1,1,2,cyclic_16_1,unroll_2,unroll_4,unroll_32,3,1.25,0.943581716026,False
MatrixMultiplication_2579.cpp,xcu200-fsgd2104-2-e,5,5415.989785,64,1,1,1,1,cyclic_16_1,unroll_2,unroll_8,pipeline_1,3,1,0.818923322643,False
MatrixMultiplication_2449.cpp,xcu200-fsgd2104-2-e,5,5416.561945,43,1,1,1,1,cyclic_16_1,unroll_4,unroll_2,pipeline_1,5,1,0.818899877697,False
MatrixMultiplication_2869.cpp,xcu200-fsgd2104-2-e,5,2105.51941,710.5,1,1,1,2,cyclic_16_1,unroll_4,unroll_2,unroll_32,4,1.25,0.928216034777,False
MatrixMultiplication_2501.cpp,xcu200-fsgd2104-2-e,5,5420.499225,61,1,1,1,1,cyclic_16_1,unroll_4,unroll_4,pipeline_1,4,1,0.818738553272,False
MatrixMultiplication_2638.cpp,xcu200-fsgd2104-2-e,5,39768.894745,54,1,1,1,1,cyclic_16_1,unroll_4,unroll_4,unroll_2,1,1,0.100316808311,False
MatrixMultiplication_2540.cpp,xcu200-fsgd2104-2-e,5,5415.988505,130,1,1,1,3,cyclic_16_1,unroll_4,unroll_8,pipeline_1,3,1.5,0.773262575776,False
MatrixMultiplication_2470.cpp,xcu200-fsgd2104-2-e,5,5419.837545,1398,1,1,7,14,cyclic_16_1,unroll_64,unroll_2,pipeline_1,1,5.75,0.100496273417,False
MatrixMultiplication_2349.cpp,xcu200-fsgd2104-2-e,5,39773.809305,53,1,1,1,1,cyclic_16_1,unroll_8,unroll_2,unroll_2,1,1,0.100312594979,False
MatrixMultiplication_2630.cpp,xcu200-fsgd2104-2-e,5,5415.987865,137,1,1,1,3,cyclic_16_1,unroll_8,unroll_4,pipeline_1,1,1.5,0.773262596236,False
MatrixMultiplication_2674.cpp,xcu200-fsgd2104-2-e,5,5421.476185,466,1,1,4,7,cyclic_2_1,unroll_16,unroll_16,pipeline_1,1,3.25,0.363594952501,False
MatrixMultiplication_2380.cpp,xcu200-fsgd2104-2-e,5,21480.499545,229,1,1,1,1,cyclic_2_1,unroll_16,unroll_16,unroll_2,1,1,0.311337854136,False
MatrixMultiplication_2587.cpp,xcu200-fsgd2104-2-e,5,5421.230425,76,1,1,1,1,cyclic_2_1,unroll_16,unroll_2,pipeline_1,1,1,0.81870859539,False
MatrixMultiplication_2463.cpp,xcu200-fsgd2104-2-e,5,5421.476185,90,1,1,1,1,cyclic_2_1,unroll_16,unroll_4,pipeline_1,3,1,0.818698526535,False
MatrixMultiplication_2405.cpp,xcu200-fsgd2104-2-e,5,5424.102745,171,1,1,2,3,cyclic_2_1,unroll_16,unroll_8,pipeline_1,2,1.75,0.718992543643,False
MatrixMultiplication_2535.cpp,xcu200-fsgd2104-2-e,5,5421.478425,47,1,1,1,1,cyclic_2_1,unroll_2,unroll_16,pipeline_1,5,1,0.818698434762,False
MatrixMultiplication_2317.cpp,xcu200-fsgd2104-2-e,5,21480.501785,40,1,1,1,1,cyclic_2_1,unroll_2,unroll_16,unroll_2,1,1,0.31133780437,False
MatrixMultiplication_2783.cpp,xcu200-fsgd2104-2-e,5,2836.94341,382,1,1,1,2,cyclic_2_1,unroll_2,unroll_16,unroll_32,2,1.25,0.904150627298,False
MatrixMultiplication_2401.cpp,xcu200-fsgd2104-2-e,5,2774.47941,1233,1,1,1,2,cyclic_2_1,unroll_2,unroll_16,unroll_64,5,1.25,0.906323048732,False
MatrixMultiplication_2575.cpp,xcu200-fsgd2104-2-e,5,5421.478425,29.5,1,1,1,1,cyclic_2_1,unroll_2,unroll_2,pipeline_1,6,1,0.818698434762,False
MatrixMultiplication_2713.cpp,xcu200-fsgd2104-2-e,5,21482.918425,31,1,1,1,1,cyclic_2_1,unroll_2,unroll_2,unroll_2,2,1,0.31128411764,False
MatrixMultiplication_2733.cpp,xcu200-fsgd2104-2-e,5,3868.27525,46,1,1,1,1,cyclic_2_1,unroll_2,unroll_2,unroll_32,6,1,0.883741959652,False
MatrixMultiplication_2658.cpp,xcu200-fsgd2104-2-e,5,3322.36037,81,1,1,1,1,cyclic_2_1,unroll_2,unroll_2,unroll_64,6,1,0.907272347642,False
MatrixMultiplication_2435.cpp,xcu200-fsgd2104-2-e,5,5426.398745,73,1,1,1,1,cyclic_2_1,unroll_2,unroll_32,pipeline_1,2,1,0.81849686275,False
MatrixMultiplication_2381.cpp,xcu200-fsgd2104-2-e,5,21485.509145,48,1,1,1,1,cyclic_2_1,unroll_2,unroll_32,unroll_2,1,1,0.311226571219,False
MatrixMultiplication_2413.cpp,xcu200-fsgd2104-2-e,5,5421.806105,31,1,1,1,1,cyclic_2_1,unroll_2,unroll_4,pipeline_1,9,1,0.818685009732,False
MatrixMultiplication_2760.cpp,xcu200-fsgd2104-2-e,5,3279.43429,73,1,1,1,1,cyclic_2_1,unroll_2,unroll_4,unroll_32,7,1,0.909137334899,False
MatrixMultiplication_2453.cpp,xcu200-fsgd2104-2-e,5,14771.82725,33,1,1,1,1,cyclic_2_1,unroll_2,unroll_4,unroll_4,1,1,0.486662006154,False
MatrixMultiplication_2543.cpp,xcu200-fsgd2104-2-e,5,3006.96837,162,1,1,1,1,cyclic_2_1,unroll_2,unroll_4,unroll_64,4,1,0.921025196594,False
MatrixMultiplication_2566.cpp,xcu200-fsgd2104-2-e,5,5421.642265,36,1,1,1,1,cyclic_2_1,unroll_2,unroll_8,pipeline_1,8,1,0.818691722231,False
MatrixMultiplication_2950.cpp,xcu200-fsgd2104-2-e,5,4326.69957,69,1,1,1,1,cyclic_2_1,unroll_2,unroll_8,unroll_16,1,1,0.864251477205,False
MatrixMultiplication_2414.cpp,xcu200-fsgd2104-2-e,5,21486.008345,30,1,1,1,1,cyclic_2_1,unroll_2,unroll_8,unroll_2,1,1,0.311215483629,False
MatrixMultiplication_2763.cpp,xcu200-fsgd2104-2-e,5,2984.52229,140,1,1,1,1,cyclic_2_1,unroll_2,unroll_8,unroll_32,5,1,0.922008398468,False
MatrixMultiplication_2678.cpp,xcu200-fsgd2104-2-e,5,2848.20741,398,1,1,1,1,cyclic_2_1,unroll_2,unroll_8,unroll_64,5,1,0.927992012428,False
MatrixMultiplication_2512.cpp,xcu200-fsgd2104-2-e,5,5426.401465,207,1,1,2,4,cyclic_2_1,unroll_32,unroll_4,pipeline_1,1,2,0.656823106156,False
MatrixMultiplication_2521.cpp,xcu200-fsgd2104-2-e,5,5423.934745,71.5,1,1,1,1,cyclic_2_1,unroll_4,unroll_16,pipeline_1,2,1,0.818597802536,False
MatrixMultiplication_2806.cpp,xcu200-fsgd2104-2-e,5,2836.94213,1229.5,1,1,1,2,cyclic_2_1,unroll_4,unroll_16,unroll_32,2,1.25,0.904150671996,False
MatrixMultiplication_2688.cpp,xcu200-fsgd2104-2-e,5,5421.354265,37,1,1,1,1,cyclic_2_1,unroll_4,unroll_2,pipeline_1,2,1,0.818703521622,False
MatrixMultiplication_2786.cpp,xcu200-fsgd2104-2-e,5,3405.58981,192,1,1,1,1,cyclic_2_1,unroll_4,unroll_2,unroll_64,3,1,0.903662451806,False
MatrixMultiplication_2520.cpp,xcu200-fsgd2104-2-e,5,5423.816985,161.5,1,1,2,3,cyclic_2_1,unroll_4,unroll_32,pipeline_1,2,1.75,0.718999502464,False
MatrixMultiplication_2427.cpp,xcu200-fsgd2104-2-e,5,11164.93637,160,1,1,1,1,cyclic_2_1,unroll_4,unroll_32,unroll_4,2,1,0.602649043687,False
MatrixMultiplication_2309.cpp,xcu200-fsgd2104-2-e,5,5421.804825,38,1,1,1,1,cyclic_2_1,unroll_4,unroll_4,pipeline_1,7,1,0.818685062174,False
MatrixMultiplication_2441.cpp,xcu200-fsgd2104-2-e,5,21482.712345,32,1,1,1,1,cyclic_2_1,unroll_4,unroll_4,unroll_2,1,1,0.311288695532,False
MatrixMultiplication_2832.cpp,xcu200-fsgd2104-2-e,5,3278.44997,158,1,1,1,1,cyclic_2_1,unroll_4,unroll_4,unroll_32,3,1,0.909180125379,False
MatrixMultiplication_2751.cpp,xcu200-fsgd2104-2-e,5,3047.64037,456.5,1,1,1,2,cyclic_2_1,unroll_4,unroll_4,unroll_64,2,1.25,0.896700231455,False
MatrixMultiplication_2455.cpp,xcu200-fsgd2104-2-e,5,5421.477145,48,1,1,1,1,cyclic_2_1,unroll_4,unroll_8,pipeline_1,7,1,0.818698487204,False
MatrixMultiplication_2586.cpp,xcu200-fsgd2104-2-e,5,21480.828185,45,1,1,1,1,cyclic_2_1,unroll_4,unroll_8,unroll_2,1,1,0.311330552851,False
MatrixMultiplication_2718.cpp,xcu200-fsgd2104-2-e,5,2868.72709,1311,1,1,1,2,cyclic_2_1,unroll_4,unroll_8,unroll_64,2,1.25,0.903038499075,False
