Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,InnerLoop_1_1,Replicate_Count,Area,Weight,is_pareto
ellpack_202.c,xcu200-fsgd2104-2-e,3.33,0.00852147,27.5,1,1,1,1,pipeline_1,pipeline_1,4,1,1,True
ellpack_211.c,xcu200-fsgd2104-2-e,3.33,0.00852147,26.5,1,1,1,1,pipeline_1,unroll_10,2,1,1,True
ellpack_226.c,xcu200-fsgd2104-2-e,3.33,0.00852147,28.5,1,1,1,1,pipeline_1,unroll_2,2,1,1,True
ellpack_205.c,xcu200-fsgd2104-2-e,3.33,0.00852147,28,1,1,1,1,pipeline_1,unroll_4,2,1,1,True
ellpack_231.c,xcu200-fsgd2104-2-e,3.33,0.12347973,35.5,1,1,1,1,unroll_16,pipeline_1,2,1,0.332767858772,False
ellpack_209.c,xcu200-fsgd2104-2-e,3.33,0.01941057,50,1,1,1,1,unroll_16,unroll_10,1,1,0.918159359324,False
ellpack_218.c,xcu200-fsgd2104-2-e,3.33,0.23473836,34,1,1,1,1,unroll_16,unroll_2,1,1,0.100976018709,False
ellpack_232.c,xcu200-fsgd2104-2-e,3.33,0.23125185,44,1,1,1,1,unroll_16,unroll_4,1,1,0.10205944773,False
ellpack_207.c,xcu200-fsgd2104-2-e,3.33,0.1291374,26,1,1,1,1,unroll_2,pipeline_1,2,1,0.31115408004,False
ellpack_200.c,xcu200-fsgd2104-2-e,3.33,0.07649676,28,1,1,1,1,unroll_2,unroll_10,1,1,0.552933952279,False
ellpack_213.c,xcu200-fsgd2104-2-e,3.33,0.23441868,25,1,1,1,1,unroll_2,unroll_2,1,1,0.101058707635,False
ellpack_204.c,xcu200-fsgd2104-2-e,3.33,0.23030613,28,1,1,1,1,unroll_2,unroll_4,1,1,0.102422272441,False
ellpack_208.c,xcu200-fsgd2104-2-e,3.33,0.13143843,45.5,1,1,1,1,unroll_32,pipeline_1,2,1,0.302664755314,False
ellpack_239.c,xcu200-fsgd2104-2-e,3.33,0.01071927,72,1,1,1,1,unroll_32,unroll_10,1,1,0.983167524426,False
ellpack_237.c,xcu200-fsgd2104-2-e,3.33,0.24225417,43,1,1,1,1,unroll_32,unroll_2,1,1,0.100000578035,False
ellpack_229.c,xcu200-fsgd2104-2-e,3.33,0.23850792,66,1,1,1,1,unroll_32,unroll_4,1,1,0.100254514936,False
ellpack_206.c,xcu200-fsgd2104-2-e,3.33,0.12822498,27,1,1,1,1,unroll_4,pipeline_1,2,1,0.31456854972,False
ellpack_233.c,xcu200-fsgd2104-2-e,3.33,0.07608384,35,1,1,1,1,unroll_4,unroll_10,1,1,0.555190824309,False
ellpack_210.c,xcu200-fsgd2104-2-e,3.33,0.23496813,25,1,1,1,1,unroll_4,unroll_2,1,1,0.100918662529,False
ellpack_227.c,xcu200-fsgd2104-2-e,3.33,0.23102208,29,1,1,1,1,unroll_4,unroll_4,1,1,0.102144893082,False
ellpack_236.c,xcu200-fsgd2104-2-e,3.33,0.13151835,73.5,1,1,1,1,unroll_64,pipeline_1,2,1,0.302373031551,False
ellpack_235.c,xcu200-fsgd2104-2-e,3.33,0.00920079,137,1,1,1,2,unroll_64,unroll_10,1,1.25,0.1,False
ellpack_217.c,xcu200-fsgd2104-2-e,3.33,0.24244065,63,1,1,1,1,unroll_64,unroll_2,1,1,0.100000000016,False
ellpack_221.c,xcu200-fsgd2104-2-e,3.33,0.24151824,144,1,1,1,1,unroll_64,unroll_4,1,1,0.100014024376,False
ellpack_203.c,xcu200-fsgd2104-2-e,3.33,0.12599055,27.5,1,1,1,1,unroll_8,pipeline_1,2,1,0.32304591312,False
ellpack_228.c,xcu200-fsgd2104-2-e,3.33,0.03830166,39,1,1,1,1,unroll_8,unroll_10,1,1,0.785430304114,False
ellpack_201.c,xcu200-fsgd2104-2-e,3.33,0.23478831,28,1,1,1,1,unroll_8,unroll_2,1,1,0.10096340224,False
